t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481215262729820,1481215262730402,582,5,11,0,1,3
1481215262733333,1481215262734097,764,5,11,0,1,3
1481215262736998,1481215262737742,744,5,11,0,1,3
1481215262740540,1481215262741344,804,5,11,0,1,3
1481215262744401,1481215262744970,569,5,11,0,1,3
