t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481212941614367,1481212941614573,206,5,9,0,1,3
1481212941617484,1481212941617664,180,5,9,0,1,3
1481212941620346,1481212941620542,196,5,9,0,1,3
1481212941623460,1481212941623647,187,5,9,0,1,3
1481212941626612,1481212941626788,176,5,9,0,1,3
