t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481213042640693,1481213042641728,1035,24,20,0,1,5
1481213042644651,1481213042645832,1181,24,20,0,1,5
1481213042648695,1481213042649775,1080,24,20,0,1,5
1481213042652672,1481213042653796,1124,24,20,0,1,5
1481213042656995,1481213042658157,1162,24,20,0,1,5
