t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481212911509113,1481212911509204,91,1,3,0,1,1
1481212911512281,1481212911512333,52,1,3,0,1,1
1481212911515194,1481212911515243,49,1,3,0,1,1
1481212911518008,1481212911518057,49,1,3,0,1,1
1481212911520791,1481212911520841,50,1,3,0,1,1
