t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481215274137497,1481215274139667,2170,13,16,0,1,4
1481215274142869,1481215274144904,2035,13,16,0,1,4
1481215274147977,1481215274150026,2049,13,16,0,1,4
1481215274152960,1481215274155128,2168,13,16,0,1,4
1481215274157958,1481215274159824,1866,13,16,0,1,4
