t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481213000486232,1481213000486435,203,1,3,0,1,1
1481213000489461,1481213000489512,51,1,3,0,1,1
1481213000492300,1481213000492349,49,1,3,0,1,1
1481213000495076,1481213000495136,60,1,3,0,1,1
1481213000497952,1481213000498005,53,1,3,0,1,1
