t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481212965025951,1481212965026862,911,18,12,0,1,5
1481212965029928,1481212965030716,788,18,12,0,1,5
1481212965033635,1481212965034346,711,18,12,0,1,5
1481212965037120,1481212965037980,860,18,12,0,1,5
1481212965040888,1481212965041628,740,18,12,0,1,5
