t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481212929137979,1481212929138115,136,2,6,0,1,2
1481212929141042,1481212929141123,81,2,6,0,1,2
1481212929143880,1481212929143992,112,2,6,0,1,2
1481212929146969,1481212929147053,84,2,6,0,1,2
1481212929149781,1481212929149860,79,2,6,0,1,2
