t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481215288211394,1481215288215004,3610,26,24,0,1,5
1481215288218323,1481215288221719,3396,26,24,0,1,5
1481215288224796,1481215288228658,3862,26,24,0,1,5
1481215288231621,1481215288235556,3935,26,24,0,1,5
1481215288267101,1481215288270785,3684,26,24,0,1,5
