t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481212951244628,1481212951245139,511,11,10,0,1,4
1481212951248079,1481212951248455,376,11,10,0,1,4
1481212951251165,1481212951251545,380,11,10,0,1,4
1481212951254232,1481212951254606,374,11,10,0,1,4
1481212951257639,1481212951258019,380,11,10,0,1,4
