t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481215243796082,1481215243796267,185,1,3,0,1,1
1481215243799267,1481215243799353,86,1,3,0,1,1
1481215243802269,1481215243802368,99,1,3,0,1,1
1481215243805492,1481215243805581,89,1,3,0,1,1
1481215243808450,1481215243808533,83,1,3,0,1,1
