t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481213022907791,1481213022908106,315,5,11,0,1,3
1481213022911055,1481213022911242,187,5,11,0,1,3
1481213022913966,1481213022914169,203,5,11,0,1,3
1481213022916858,1481213022917043,185,5,11,0,1,3
1481213022920059,1481213022920255,196,5,11,0,1,3
