t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481215253178707,1481215253178925,218,2,6,0,1,2
1481215253182093,1481215253182309,216,2,6,0,1,2
1481215253185333,1481215253185553,220,2,6,0,1,2
1481215253188309,1481215253188508,199,2,6,0,1,2
1481215253191432,1481215253191663,231,2,6,0,1,2
