t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481226119892659,1481226119894617,1958,269,92,0,1,10
1481226119897747,1481226119899865,2118,269,92,0,1,10
1481226119903174,1481226119905214,2040,269,92,0,1,10
1481226119924365,1481226119926779,2414,269,92,0,1,10
1481226119930599,1481226119932618,2019,269,92,0,1,10
