t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481226134292891,1481226134292961,70,5,12,0,1,3
1481226134296015,1481226134296083,68,5,12,0,1,3
1481226134298882,1481226134298951,69,5,12,0,1,3
1481226134301725,1481226134301802,77,5,12,0,1,3
1481226134304900,1481226134304972,72,5,12,0,1,3
