t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481226109914256,1481226109940125,25869,3164,824,0,1,18
1481226109943536,1481226109971540,28004,3164,824,0,1,18
1481226109974930,1481226110000440,25510,3164,824,0,1,18
1481226110003864,1481226110031379,27515,3164,824,0,1,18
1481226110034854,1481226110060651,25797,3164,824,0,1,18
