t_start,t_end,t_diff,closed_list,open_list,solver_type,solved,steps
1481226096526307,1481226096916335,390028,25853,5744,0,1,25
1481226096920371,1481226097338530,418159,25853,5744,0,1,25
1481226097342462,1481226097731696,389234,25853,5744,0,1,25
1481226097735735,1481226098117012,381277,25853,5744,0,1,25
1481226098120902,1481226098497104,376202,25853,5744,0,1,25
